year,iso_3166_2,oblast,oblast_uk,zone,crop,centroid_lat,centroid_lon,yield_tha,conflict_zone,is_real_yield,weather_used,weather_factor
2016,UA-53,Poltava,Полтавська,forest_steppe,sunflower,49.59,34.55,2.69,False,True,False,1.0
2016,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,sunflower,49.42,26.99,3.21,False,True,False,1.0
2016,UA-61,Ternopil,Тернопільська,forest_steppe,sunflower,49.55,25.62,2.77,False,True,False,1.0
2016,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,sunflower,48.46,35.03,2.02,False,True,False,1.0
2016,UA-71,Cherkasy,Черкаська,forest_steppe,sunflower,49.43,32.06,2.81,False,True,False,1.0
2016,UA-35,Kirovohrad,Кіровоградська,steppe_north,sunflower,48.51,32.27,2.28,False,True,False,1.0
2017,UA-74,Chernihiv,Чернігівська,polissia,soybean,51.5,31.3,2.16,False,True,False,1.0
2017,UA-07,Volyn,Волинська,polissia,soybean,51.2,24.7,2.51,False,True,False,1.0
2017,UA-56,Rivne,Рівненська,polissia,soybean,50.78,26.43,2.53,False,True,False,1.0
2017,UA-18,Zhytomyr,Житомирська,polissia,soybean,50.26,28.66,2.36,False,True,False,1.0
2017,UA-32,Kyiv,Київська,forest_steppe,soybean,50.1,30.5,1.71,False,True,False,1.0
2017,UA-21,Zakarpattia,Закарпатська,transcarpathia,soybean,48.62,22.3,3.72,False,True,False,1.0
2017,UA-77,Chernivtsi,Чернівецька,forest_steppe,soybean,48.29,25.94,1.85,False,True,False,1.0
2017,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,soybean,48.92,24.71,2.56,False,True,False,1.0
2017,UA-51,Odesa,Одеська,steppe_south,soybean,46.48,30.73,2.13,False,True,False,1.0
2017,UA-05,Vinnytsia,Вінницька,forest_steppe,soybean,49.23,28.47,2.07,False,True,False,1.0
2017,UA-46,Lviv,Львівська,forest_steppe,soybean,49.84,24.03,2.48,False,True,False,1.0
2017,UA-59,Sumy,Сумська,forest_steppe,soybean,50.92,34.12,1.95,False,True,False,1.0
2017,UA-63,Kharkiv,Харківська,forest_steppe,soybean,49.99,36.23,1.11,False,True,False,1.0
2017,UA-09,Luhansk,Луганська,steppe_south,soybean,48.57,39.31,0.53,True,True,False,1.0
2017,UA-14,Donetsk,Донецька,steppe_south,soybean,48.02,37.8,0.43,True,True,False,1.0
2017,UA-65,Kherson,Херсонська,steppe_south,soybean,46.65,32.62,3.03,False,True,False,1.0
2017,UA-23,Zaporizhzhia,Запорізька,steppe_south,soybean,47.84,35.14,2.8,False,True,False,1.0
2017,UA-48,Mykolaiv,Миколаївська,steppe_south,soybean,46.97,31.99,1.0,False,True,False,1.0
2017,UA-53,Poltava,Полтавська,forest_steppe,soybean,49.59,34.55,1.46,False,True,False,1.0
2017,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,soybean,49.42,26.99,2.51,False,True,False,1.0
2017,UA-61,Ternopil,Тернопільська,forest_steppe,soybean,49.55,25.62,2.62,False,True,False,1.0
2017,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,soybean,48.46,35.03,1.18,False,True,False,1.0
2017,UA-71,Cherkasy,Черкаська,forest_steppe,soybean,49.43,32.06,1.65,False,True,False,1.0
2017,UA-35,Kirovohrad,Кіровоградська,steppe_north,soybean,48.51,32.27,1.18,False,True,False,1.0
2018,UA-74,Chernihiv,Чернігівська,polissia,soybean,51.5,31.3,2.65,False,True,False,1.0
2018,UA-07,Volyn,Волинська,polissia,soybean,51.2,24.7,2.8,False,True,False,1.0
2018,UA-56,Rivne,Рівненська,polissia,soybean,50.78,26.43,2.64,False,True,False,1.0
2018,UA-18,Zhytomyr,Житомирська,polissia,soybean,50.26,28.66,2.86,False,True,False,1.0
2018,UA-32,Kyiv,Київська,forest_steppe,soybean,50.1,30.5,2.6,False,True,False,1.0
2018,UA-21,Zakarpattia,Закарпатська,transcarpathia,soybean,48.62,22.3,2.25,False,True,False,1.0
2018,UA-77,Chernivtsi,Чернівецька,forest_steppe,soybean,48.29,25.94,2.76,False,True,False,1.0
2018,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,soybean,48.92,24.71,3.17,False,True,False,1.0
2018,UA-51,Odesa,Одеська,steppe_south,soybean,46.48,30.73,2.27,False,True,False,1.0
2018,UA-05,Vinnytsia,Вінницька,forest_steppe,soybean,49.23,28.47,2.88,False,True,False,1.0
2018,UA-46,Lviv,Львівська,forest_steppe,soybean,49.84,24.03,2.99,False,True,False,1.0
2018,UA-59,Sumy,Сумська,forest_steppe,soybean,50.92,34.12,2.32,False,True,False,1.0
2018,UA-63,Kharkiv,Харківська,forest_steppe,soybean,49.99,36.23,1.68,False,True,False,1.0
2018,UA-09,Luhansk,Луганська,steppe_south,soybean,48.57,39.31,0.88,True,True,False,1.0
2018,UA-14,Donetsk,Донецька,steppe_south,soybean,48.02,37.8,0.59,True,True,False,1.0
2018,UA-65,Kherson,Херсонська,steppe_south,soybean,46.65,32.62,3.32,False,True,False,1.0
2018,UA-23,Zaporizhzhia,Запорізька,steppe_south,soybean,47.84,35.14,3.29,False,True,False,1.0
2018,UA-48,Mykolaiv,Миколаївська,steppe_south,soybean,46.97,31.99,1.3,False,True,False,1.0
2018,UA-53,Poltava,Полтавська,forest_steppe,soybean,49.59,34.55,2.31,False,True,False,1.0
2018,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,soybean,49.42,26.99,3.09,False,True,False,1.0
2018,UA-61,Ternopil,Тернопільська,forest_steppe,soybean,49.55,25.62,3.17,False,True,False,1.0
2018,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,soybean,48.46,35.03,1.77,False,True,False,1.0
2018,UA-71,Cherkasy,Черкаська,forest_steppe,soybean,49.43,32.06,2.5,False,True,False,1.0
2018,UA-35,Kirovohrad,Кіровоградська,steppe_north,soybean,48.51,32.27,1.72,False,True,False,1.0
2019,UA-74,Chernihiv,Чернігівська,polissia,soybean,51.5,31.3,2.15,False,True,False,1.0
2019,UA-07,Volyn,Волинська,polissia,soybean,51.2,24.7,2.57,False,True,False,1.0
2019,UA-56,Rivne,Рівненська,polissia,soybean,50.78,26.43,2.52,False,True,False,1.0
2019,UA-18,Zhytomyr,Житомирська,polissia,soybean,50.26,28.66,2.3,False,True,False,1.0
2019,UA-32,Kyiv,Київська,forest_steppe,soybean,50.1,30.5,2.14,False,True,False,1.0
2019,UA-21,Zakarpattia,Закарпатська,transcarpathia,soybean,48.62,22.3,2.17,False,True,False,1.0
2019,UA-77,Chernivtsi,Чернівецька,forest_steppe,soybean,48.29,25.94,2.02,False,True,False,1.0
2019,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,soybean,48.92,24.71,2.24,False,True,False,1.0
2019,UA-51,Odesa,Одеська,steppe_south,soybean,46.48,30.73,1.83,False,True,False,1.0
2019,UA-05,Vinnytsia,Вінницька,forest_steppe,soybean,49.23,28.47,2.45,False,True,False,1.0
2019,UA-46,Lviv,Львівська,forest_steppe,soybean,49.84,24.03,2.84,False,True,False,1.0
2019,UA-59,Sumy,Сумська,forest_steppe,soybean,50.92,34.12,2.26,False,True,False,1.0
2019,UA-63,Kharkiv,Харківська,forest_steppe,soybean,49.99,36.23,1.68,False,True,False,1.0
2019,UA-09,Luhansk,Луганська,steppe_south,soybean,48.57,39.31,1.05,True,False,True,0.9622
2019,UA-14,Donetsk,Донецька,steppe_south,soybean,48.02,37.8,0.88,True,False,True,0.8185
2019,UA-65,Kherson,Херсонська,steppe_south,soybean,46.65,32.62,3.62,False,True,False,1.0
2019,UA-23,Zaporizhzhia,Запорізька,steppe_south,soybean,47.84,35.14,3.71,False,True,False,1.0
2019,UA-48,Mykolaiv,Миколаївська,steppe_south,soybean,46.97,31.99,1.19,False,True,False,1.0
2019,UA-53,Poltava,Полтавська,forest_steppe,soybean,49.59,34.55,1.91,False,True,False,1.0
2019,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,soybean,49.42,26.99,2.68,False,True,False,1.0
2019,UA-61,Ternopil,Тернопільська,forest_steppe,soybean,49.55,25.62,2.52,False,True,False,1.0
2019,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,soybean,48.46,35.03,1.7,False,True,False,1.0
2019,UA-71,Cherkasy,Черкаська,forest_steppe,soybean,49.43,32.06,2.07,False,True,False,1.0
2019,UA-35,Kirovohrad,Кіровоградська,steppe_north,soybean,48.51,32.27,1.86,False,True,False,1.0
2020,UA-74,Chernihiv,Чернігівська,polissia,soybean,51.5,31.3,2.15,False,True,False,1.0
2020,UA-07,Volyn,Волинська,polissia,soybean,51.2,24.7,2.57,False,True,False,1.0
2020,UA-56,Rivne,Рівненська,polissia,soybean,50.78,26.43,2.56,False,True,False,1.0
2020,UA-18,Zhytomyr,Житомирська,polissia,soybean,50.26,28.66,1.75,False,True,False,1.0
2020,UA-32,Kyiv,Київська,forest_steppe,soybean,50.1,30.5,1.38,False,True,False,1.0
2020,UA-21,Zakarpattia,Закарпатська,transcarpathia,soybean,48.62,22.3,3.02,False,True,False,1.0
2020,UA-77,Chernivtsi,Чернівецька,forest_steppe,soybean,48.29,25.94,2.05,False,True,False,1.0
2020,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,soybean,48.92,24.71,2.58,False,True,False,1.0
2020,UA-51,Odesa,Одеська,steppe_south,soybean,46.48,30.73,1.1,False,True,False,1.0
2020,UA-05,Vinnytsia,Вінницька,forest_steppe,soybean,49.23,28.47,1.48,False,True,False,1.0
2020,UA-46,Lviv,Львівська,forest_steppe,soybean,49.84,24.03,2.84,False,True,False,1.0
2020,UA-59,Sumy,Сумська,forest_steppe,soybean,50.92,34.12,2.3,False,True,False,1.0
2020,UA-63,Kharkiv,Харківська,forest_steppe,soybean,49.99,36.23,1.93,False,True,False,1.0
2020,UA-09,Luhansk,Луганська,steppe_south,soybean,48.57,39.31,0.7,True,False,True,0.7
2020,UA-14,Donetsk,Донецька,steppe_south,soybean,48.02,37.8,0.95,True,False,True,0.9583
2020,UA-65,Kherson,Херсонська,steppe_south,soybean,46.65,32.62,3.31,False,True,False,1.0
2020,UA-23,Zaporizhzhia,Запорізька,steppe_south,soybean,47.84,35.14,3.39,False,True,False,1.0
2020,UA-48,Mykolaiv,Миколаївська,steppe_south,soybean,46.97,31.99,1.09,False,True,False,1.0
2020,UA-53,Poltava,Полтавська,forest_steppe,soybean,49.59,34.55,1.71,False,True,False,1.0
2020,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,soybean,49.42,26.99,2.48,False,True,False,1.0
2020,UA-61,Ternopil,Тернопільська,forest_steppe,soybean,49.55,25.62,2.71,False,True,False,1.0
2020,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,soybean,48.46,35.03,0.92,False,True,False,1.0
2020,UA-71,Cherkasy,Черкаська,forest_steppe,soybean,49.43,32.06,1.25,False,True,False,1.0
2020,UA-35,Kirovohrad,Кіровоградська,steppe_north,soybean,48.51,32.27,0.97,False,True,False,1.0
2021,UA-74,Chernihiv,Чернігівська,polissia,soybean,51.5,31.3,2.58,False,True,False,1.0
2021,UA-07,Volyn,Волинська,polissia,soybean,51.2,24.7,2.74,False,True,False,1.0
2021,UA-56,Rivne,Рівненська,polissia,soybean,50.78,26.43,2.51,False,True,False,1.0
2021,UA-18,Zhytomyr,Житомирська,polissia,soybean,50.26,28.66,2.75,False,True,False,1.0
2021,UA-32,Kyiv,Київська,forest_steppe,soybean,50.1,30.5,2.46,False,True,False,1.0
2021,UA-21,Zakarpattia,Закарпатська,transcarpathia,soybean,48.62,22.3,2.31,False,True,False,1.0
2021,UA-77,Chernivtsi,Чернівецька,forest_steppe,soybean,48.29,25.94,2.68,False,True,False,1.0
2021,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,soybean,48.92,24.71,2.9,False,True,False,1.0
2021,UA-51,Odesa,Одеська,steppe_south,soybean,46.48,30.73,2.8,False,True,False,1.0
2021,UA-05,Vinnytsia,Вінницька,forest_steppe,soybean,49.23,28.47,2.91,False,True,False,1.0
2021,UA-46,Lviv,Львівська,forest_steppe,soybean,49.84,24.03,2.99,False,True,False,1.0
2021,UA-59,Sumy,Сумська,forest_steppe,soybean,50.92,34.12,2.05,False,True,False,1.0
2021,UA-63,Kharkiv,Харківська,forest_steppe,soybean,49.99,36.23,1.73,False,True,False,1.0
2021,UA-09,Luhansk,Луганська,steppe_south,soybean,48.57,39.31,0.89,True,True,False,1.0
2021,UA-14,Donetsk,Донецька,steppe_south,soybean,48.02,37.8,2.26,True,True,False,1.0
2021,UA-65,Kherson,Херсонська,steppe_south,soybean,46.65,32.62,3.53,False,True,False,1.0
2021,UA-23,Zaporizhzhia,Запорізька,steppe_south,soybean,47.84,35.14,3.62,False,True,False,1.0
2021,UA-48,Mykolaiv,Миколаївська,steppe_south,soybean,46.97,31.99,1.98,False,True,False,1.0
2021,UA-53,Poltava,Полтавська,forest_steppe,soybean,49.59,34.55,2.01,False,True,False,1.0
2021,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,soybean,49.42,26.99,3.08,False,True,False,1.0
2021,UA-61,Ternopil,Тернопільська,forest_steppe,soybean,49.55,25.62,3.25,False,True,False,1.0
2021,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,soybean,48.46,35.03,1.66,False,True,False,1.0
2021,UA-71,Cherkasy,Черкаська,forest_steppe,soybean,49.43,32.06,2.54,False,True,False,1.0
2021,UA-35,Kirovohrad,Кіровоградська,steppe_north,soybean,48.51,32.27,2.26,False,True,False,1.0
2022,UA-74,Chernihiv,Чернігівська,polissia,soybean,51.5,31.3,1.81,False,False,False,1.0
2022,UA-07,Volyn,Волинська,polissia,soybean,51.2,24.7,1.56,False,False,True,0.818
2022,UA-56,Rivne,Рівненська,polissia,soybean,50.78,26.43,1.86,False,False,True,1.0108
2022,UA-18,Zhytomyr,Житомирська,polissia,soybean,50.26,28.66,1.7,False,False,True,0.9308
2022,UA-32,Kyiv,Київська,forest_steppe,soybean,50.1,30.5,2.12,False,False,True,0.9768
2022,UA-21,Zakarpattia,Закарпатська,transcarpathia,soybean,48.62,22.3,1.65,False,False,True,0.8606
2022,UA-77,Chernivtsi,Чернівецька,forest_steppe,soybean,48.29,25.94,2.15,False,False,False,1.0
2022,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,soybean,48.92,24.71,1.67,False,False,True,0.7739
2022,UA-51,Odesa,Одеська,steppe_south,soybean,46.48,30.73,1.62,False,False,True,0.8973
2022,UA-05,Vinnytsia,Вінницька,forest_steppe,soybean,49.23,28.47,2.23,False,False,False,1.0
2022,UA-46,Lviv,Львівська,forest_steppe,soybean,49.84,24.03,2.12,False,False,False,1.0
2022,UA-59,Sumy,Сумська,forest_steppe,soybean,50.92,34.12,2.14,False,False,False,1.0
2022,UA-63,Kharkiv,Харківська,forest_steppe,soybean,49.99,36.23,1.39,True,False,True,1.168
2022,UA-09,Luhansk,Луганська,steppe_south,soybean,48.57,39.31,0.94,True,False,True,0.9959
2022,UA-14,Donetsk,Донецька,steppe_south,soybean,48.02,37.8,0.99,True,False,True,1.0269
2022,UA-65,Kherson,Херсонська,steppe_south,soybean,46.65,32.62,1.02,True,False,True,1.0728
2022,UA-23,Zaporizhzhia,Запорізька,steppe_south,soybean,47.84,35.14,0.8,True,False,True,0.8144
2022,UA-48,Mykolaiv,Миколаївська,steppe_south,soybean,46.97,31.99,2.02,False,False,True,1.1821
2022,UA-53,Poltava,Полтавська,forest_steppe,soybean,49.59,34.55,2.22,False,False,False,1.0
2022,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,soybean,49.42,26.99,1.63,False,False,True,0.7712
2022,UA-61,Ternopil,Тернопільська,forest_steppe,soybean,49.55,25.62,1.49,False,False,True,0.7
2022,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,soybean,48.46,35.03,2.42,False,False,True,1.2045
2022,UA-71,Cherkasy,Черкаська,forest_steppe,soybean,49.43,32.06,2.21,False,False,False,1.0
2022,UA-35,Kirovohrad,Кіровоградська,steppe_north,soybean,48.51,32.27,2.07,False,False,False,1.0
2023,UA-74,Chernihiv,Чернігівська,polissia,soybean,51.5,31.3,2.28,False,False,True,1.0141
2023,UA-07,Volyn,Волинська,polissia,soybean,51.2,24.7,1.78,False,False,True,0.8227
2023,UA-56,Rivne,Рівненська,polissia,soybean,50.78,26.43,2.3,False,False,True,1.0275
2023,UA-18,Zhytomyr,Житомирська,polissia,soybean,50.26,28.66,1.88,False,False,True,0.8274
2023,UA-32,Kyiv,Київська,forest_steppe,soybean,50.1,30.5,2.38,False,False,True,0.9496
2023,UA-21,Zakarpattia,Закарпатська,transcarpathia,soybean,48.62,22.3,2.6,False,False,True,1.1036
2023,UA-77,Chernivtsi,Чернівецька,forest_steppe,soybean,48.29,25.94,2.54,False,False,False,1.0
2023,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,soybean,48.92,24.71,2.89,False,False,True,1.1457
2023,UA-51,Odesa,Одеська,steppe_south,soybean,46.48,30.73,2.46,False,False,True,1.1818
2023,UA-05,Vinnytsia,Вінницька,forest_steppe,soybean,49.23,28.47,2.6,False,False,False,1.0
2023,UA-46,Lviv,Львівська,forest_steppe,soybean,49.84,24.03,2.61,False,False,False,1.0
2023,UA-59,Sumy,Сумська,forest_steppe,soybean,50.92,34.12,2.6,False,False,False,1.0
2023,UA-63,Kharkiv,Харківська,forest_steppe,soybean,49.99,36.23,1.6,True,False,True,1.1393
2023,UA-09,Luhansk,Луганська,steppe_south,soybean,48.57,39.31,1.48,True,False,True,1.2981
2023,UA-14,Donetsk,Донецька,steppe_south,soybean,48.02,37.8,1.46,True,False,True,1.3
2023,UA-65,Kherson,Херсонська,steppe_south,soybean,46.65,32.62,1.53,True,False,True,1.3
2023,UA-23,Zaporizhzhia,Запорізька,steppe_south,soybean,47.84,35.14,1.51,True,False,True,1.3
2023,UA-48,Mykolaiv,Миколаївська,steppe_south,soybean,46.97,31.99,2.68,False,False,True,1.2478
2023,UA-53,Poltava,Полтавська,forest_steppe,soybean,49.59,34.55,2.65,False,False,False,1.0
2023,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,soybean,49.42,26.99,2.44,False,False,True,0.964
2023,UA-61,Ternopil,Тернопільська,forest_steppe,soybean,49.55,25.62,2.6,False,False,True,1.0259
2023,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,soybean,48.46,35.03,2.73,False,False,True,1.1352
2023,UA-71,Cherkasy,Черкаська,forest_steppe,soybean,49.43,32.06,2.6,False,False,False,1.0
2023,UA-35,Kirovohrad,Кіровоградська,steppe_north,soybean,48.51,32.27,2.79,False,False,True,1.1556
2016,UA-74,Chernihiv,Чернігівська,polissia,soybean,51.5,31.3,2.77,False,True,False,1.0
2016,UA-07,Volyn,Волинська,polissia,soybean,51.2,24.7,2.06,False,True,False,1.0
2016,UA-56,Rivne,Рівненська,polissia,soybean,50.78,26.43,2.43,False,True,False,1.0
2016,UA-18,Zhytomyr,Житомирська,polissia,soybean,50.26,28.66,2.18,False,True,False,1.0
2016,UA-32,Kyiv,Київська,forest_steppe,soybean,50.1,30.5,2.21,False,True,False,1.0
2016,UA-21,Zakarpattia,Закарпатська,transcarpathia,soybean,48.62,22.3,3.69,False,True,False,1.0
2016,UA-77,Chernivtsi,Чернівецька,forest_steppe,soybean,48.29,25.94,1.58,False,True,False,1.0
2016,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,soybean,48.92,24.71,2.53,False,True,False,1.0
2016,UA-51,Odesa,Одеська,steppe_south,soybean,46.48,30.73,3.05,False,True,False,1.0
2016,UA-05,Vinnytsia,Вінницька,forest_steppe,soybean,49.23,28.47,2.33,False,True,False,1.0
2016,UA-46,Lviv,Львівська,forest_steppe,soybean,49.84,24.03,2.38,False,True,False,1.0
2016,UA-59,Sumy,Сумська,forest_steppe,soybean,50.92,34.12,2.87,False,True,False,1.0
2016,UA-63,Kharkiv,Харківська,forest_steppe,soybean,49.99,36.23,2.22,False,True,False,1.0
2016,UA-09,Luhansk,Луганська,steppe_south,soybean,48.57,39.31,1.07,True,True,False,1.0
2016,UA-14,Donetsk,Донецька,steppe_south,soybean,48.02,37.8,0.51,True,True,False,1.0
2016,UA-65,Kherson,Херсонська,steppe_south,soybean,46.65,32.62,3.68,False,True,False,1.0
2016,UA-23,Zaporizhzhia,Запорізька,steppe_south,soybean,47.84,35.14,3.33,False,True,False,1.0
2016,UA-48,Mykolaiv,Миколаївська,steppe_south,soybean,46.97,31.99,1.47,False,True,False,1.0
2016,UA-53,Poltava,Полтавська,forest_steppe,soybean,49.59,34.55,2.4,False,True,False,1.0
2016,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,soybean,49.42,26.99,2.29,False,True,False,1.0
2016,UA-61,Ternopil,Тернопільська,forest_steppe,soybean,49.55,25.62,2.04,False,True,False,1.0
2016,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,soybean,48.46,35.03,1.54,False,True,False,1.0
2016,UA-71,Cherkasy,Черкаська,forest_steppe,soybean,49.43,32.06,2.23,False,True,False,1.0
2016,UA-35,Kirovohrad,Кіровоградська,steppe_north,soybean,48.51,32.27,1.87,False,True,False,1.0
2017,UA-74,Chernihiv,Чернігівська,polissia,rapeseed,51.5,31.3,3.28,False,True,False,1.0
2017,UA-07,Volyn,Волинська,polissia,rapeseed,51.2,24.7,3.58,False,True,False,1.0
2017,UA-56,Rivne,Рівненська,polissia,rapeseed,50.78,26.43,3.64,False,True,False,1.0
2017,UA-18,Zhytomyr,Житомирська,polissia,rapeseed,50.26,28.66,2.99,False,True,False,1.0
2017,UA-32,Kyiv,Київська,forest_steppe,rapeseed,50.1,30.5,2.71,False,True,False,1.0
2017,UA-21,Zakarpattia,Закарпатська,transcarpathia,rapeseed,48.62,22.3,2.73,False,True,False,1.0
2017,UA-77,Chernivtsi,Чернівецька,forest_steppe,rapeseed,48.29,25.94,2.69,False,True,False,1.0
2017,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,rapeseed,48.92,24.71,2.99,False,True,False,1.0
2017,UA-51,Odesa,Одеська,steppe_south,rapeseed,46.48,30.73,2.39,False,True,False,1.0
2017,UA-05,Vinnytsia,Вінницька,forest_steppe,rapeseed,49.23,28.47,3.17,False,True,False,1.0
2017,UA-46,Lviv,Львівська,forest_steppe,rapeseed,49.84,24.03,3.18,False,True,False,1.0
2017,UA-59,Sumy,Сумська,forest_steppe,rapeseed,50.92,34.12,3.57,False,True,False,1.0
2017,UA-63,Kharkiv,Харківська,forest_steppe,rapeseed,49.99,36.23,2.57,False,True,False,1.0
2017,UA-09,Luhansk,Луганська,steppe_south,rapeseed,48.57,39.31,2.01,True,True,False,1.0
2017,UA-14,Donetsk,Донецька,steppe_south,rapeseed,48.02,37.8,2.77,True,True,False,1.0
2017,UA-65,Kherson,Херсонська,steppe_south,rapeseed,46.65,32.62,2.55,False,True,False,1.0
2017,UA-23,Zaporizhzhia,Запорізька,steppe_south,rapeseed,47.84,35.14,2.37,False,True,False,1.0
2017,UA-48,Mykolaiv,Миколаївська,steppe_south,rapeseed,46.97,31.99,2.3,False,True,False,1.0
2017,UA-53,Poltava,Полтавська,forest_steppe,rapeseed,49.59,34.55,3.39,False,True,False,1.0
2017,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,rapeseed,49.42,26.99,3.22,False,True,False,1.0
2017,UA-61,Ternopil,Тернопільська,forest_steppe,rapeseed,49.55,25.62,3.21,False,True,False,1.0
2017,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,rapeseed,48.46,35.03,2.55,False,True,False,1.0
2017,UA-71,Cherkasy,Черкаська,forest_steppe,rapeseed,49.43,32.06,2.77,False,True,False,1.0
2017,UA-35,Kirovohrad,Кіровоградська,steppe_north,rapeseed,48.51,32.27,2.47,False,True,False,1.0
2018,UA-74,Chernihiv,Чернігівська,polissia,rapeseed,51.5,31.3,2.18,False,True,False,1.0
2018,UA-07,Volyn,Волинська,polissia,rapeseed,51.2,24.7,3.26,False,True,False,1.0
2018,UA-56,Rivne,Рівненська,polissia,rapeseed,50.78,26.43,3.19,False,True,False,1.0
2018,UA-18,Zhytomyr,Житомирська,polissia,rapeseed,50.26,28.66,2.66,False,True,False,1.0
2018,UA-32,Kyiv,Київська,forest_steppe,rapeseed,50.1,30.5,3.03,False,True,False,1.0
2018,UA-21,Zakarpattia,Закарпатська,transcarpathia,rapeseed,48.62,22.3,1.23,False,True,False,1.0
2018,UA-77,Chernivtsi,Чернівецька,forest_steppe,rapeseed,48.29,25.94,2.66,False,True,False,1.0
2018,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,rapeseed,48.92,24.71,3.08,False,True,False,1.0
2018,UA-51,Odesa,Одеська,steppe_south,rapeseed,46.48,30.73,2.34,False,True,False,1.0
2018,UA-05,Vinnytsia,Вінницька,forest_steppe,rapeseed,49.23,28.47,3.12,False,True,False,1.0
2018,UA-46,Lviv,Львівська,forest_steppe,rapeseed,49.84,24.03,3.15,False,True,False,1.0
2018,UA-59,Sumy,Сумська,forest_steppe,rapeseed,50.92,34.12,2.66,False,True,False,1.0
2018,UA-63,Kharkiv,Харківська,forest_steppe,rapeseed,49.99,36.23,1.46,False,True,False,1.0
2018,UA-09,Luhansk,Луганська,steppe_south,rapeseed,48.57,39.31,1.88,True,True,False,1.0
2018,UA-14,Donetsk,Донецька,steppe_south,rapeseed,48.02,37.8,1.7,True,True,False,1.0
2018,UA-65,Kherson,Херсонська,steppe_south,rapeseed,46.65,32.62,2.33,False,True,False,1.0
2018,UA-23,Zaporizhzhia,Запорізька,steppe_south,rapeseed,47.84,35.14,2.01,False,True,False,1.0
2018,UA-48,Mykolaiv,Миколаївська,steppe_south,rapeseed,46.97,31.99,2.35,False,True,False,1.0
2018,UA-53,Poltava,Полтавська,forest_steppe,rapeseed,49.59,34.55,2.59,False,True,False,1.0
2018,UA-68,Khmelnytskyi,Хмельницька,forest_steppe,rapeseed,49.42,26.99,3.23,False,True,False,1.0
2018,UA-61,Ternopil,Тернопільська,forest_steppe,rapeseed,49.55,25.62,3.23,False,True,False,1.0
2018,UA-12,Dnipropetrovsk,Дніпропетровська,steppe_north,rapeseed,48.46,35.03,2.35,False,True,False,1.0
2018,UA-71,Cherkasy,Черкаська,forest_steppe,rapeseed,49.43,32.06,3.18,False,True,False,1.0
2018,UA-35,Kirovohrad,Кіровоградська,steppe_north,rapeseed,48.51,32.27,2.41,False,True,False,1.0
2019,UA-74,Chernihiv,Чернігівська,polissia,rapeseed,51.5,31.3,2.58,False,True,False,1.0
2019,UA-07,Volyn,Волинська,polissia,rapeseed,51.2,24.7,2.97,False,True,False,1.0
2019,UA-56,Rivne,Рівненська,polissia,rapeseed,50.78,26.43,2.91,False,True,False,1.0
2019,UA-18,Zhytomyr,Житомирська,polissia,rapeseed,50.26,28.66,2.86,False,True,False,1.0
2019,UA-32,Kyiv,Київська,forest_steppe,rapeseed,50.1,30.5,2.75,False,True,False,1.0
2019,UA-21,Zakarpattia,Закарпатська,transcarpathia,rapeseed,48.62,22.3,2.38,False,False,True,1.035
2019,UA-77,Chernivtsi,Чернівецька,forest_steppe,rapeseed,48.29,25.94,2.73,False,False,False,1.0
2019,UA-26,Ivano-Frankivsk,Івано-Франківська,forest_steppe,rapeseed,48.92,24.71,2.61,False,True,False,1.0
2019,UA-51,Odesa,Одеська,steppe_south,rapeseed,46.48,30.73,1.94,False,True,False,1.0
2019,UA-05,Vinnytsia,Вінницька,forest_steppe,rapeseed,49.23,28.47,3.16,False,True,False,1.0
2019,UA-46,Lviv,Львівська,forest_steppe,rapeseed,49.84,24.03,2.89,False,True,False,1.0
